age,workclass,final_weight,education,education-num,marital-status,occupation,relationship,race,sex,cap-gain,cap-loss,hours-per-week,area
-0.4,4.0,1.5986126954304503,15.0,10.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0
0.1,4.0,1.3296316177950749,11.0,9.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.65,4.0,2.6839646379923505,9.0,13.0,4.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0
-0.65,4.0,-0.3217053613366436,15.0,10.0,4.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0
0.5,4.0,-0.4156881164866134,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.6,4.0,1.5472555861235993,11.0,9.0,4.0,6.0,2.0,4.0,1.0,0.0,0.0,1.0,10.0
0.8,4.0,-0.3100717976246393,1.0,7.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.15,4.0,-1.2059987921894921,11.0,9.0,4.0,6.0,1.0,4.0,1.0,0.0,0.0,4.0,10.0
-0.8,4.0,-0.20290377776286653,11.0,9.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,-1.0,10.0
-0.3,2.0,-1.0728880091256794,15.0,10.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,-3.0,10.0
0.85,4.0,-1.305215392873918,15.0,10.0,2.0,14.0,0.0,4.0,1.0,15024.0,0.0,4.0,10.0
1.0,6.0,-0.36252767899080723,12.0,14.0,4.0,5.0,1.0,4.0,1.0,0.0,0.0,-4.0,10.0
0.25,7.0,-0.3371301080319399,15.0,10.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.05,4.0,0.9296282627658861,11.0,9.0,0.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.2,6.0,0.150858887472321,10.0,16.0,4.0,10.0,1.0,4.0,1.0,0.0,0.0,1.0,10.0
1.4,4.0,-0.03147856136348386,4.0,3.0,6.0,7.0,1.0,4.0,0.0,0.0,0.0,-6.0,4.0
0.15,4.0,-0.6864976850298597,15.0,10.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0
0.45,4.0,-0.014024022008991478,7.0,12.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.5,4.0,-0.6329849694692344,15.0,10.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.25,4.0,0.9807253573106086,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,1.6,10.0
-0.85,4.0,-1.218454338052741,8.0,11.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.05,4.0,-0.10422398174864121,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-1.0,4.0,0.07157954774206536,0.0,6.0,2.0,12.0,3.0,4.0,0.0,0.0,0.0,-2.0,10.0
-0.75,4.0,-0.307471650003355,11.0,9.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.55,4.0,0.28319801382272025,11.0,9.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.15,4.0,0.4571143393947527,15.0,10.0,5.0,8.0,4.0,2.0,0.0,0.0,0.0,-0.6,10.0
-0.7,4.0,-0.5094444071663423,15.0,10.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,-1.0,10.0
0.15,4.0,-0.6465476749647722,11.0,9.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,-1.6,10.0
-0.9,4.0,1.0831711735892102,15.0,10.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,-4.8,10.0
0.45,4.0,0.3069767831980138,7.0,12.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.25,4.0,1.158441253438905,4.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,4.0,6.0
-0.1,4.0,1.1228947191840568,11.0,9.0,5.0,3.0,1.0,4.0,1.0,0.0,0.0,2.0,10.0
1.2,0.0,-0.02788029255854526,11.0,9.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.65,4.0,0.029054552774609138,15.0,10.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.2,4.0,-1.0782979936925452,15.0,10.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0
0.05,4.0,-1.3110950815272093,8.0,11.0,4.0,10.0,1.0,4.0,0.0,0.0,0.0,-0.2,10.0
-0.6,4.0,0.7438770717305241,15.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,-4.0,10.0
-0.9,4.0,-0.7461501040059049,11.0,9.0,4.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.85,4.0,2.0326024961417164,3.0,2.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0
0.15,4.0,0.5212708850566999,9.0,13.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0
-0.6,4.0,0.13873884452794738,11.0,9.0,4.0,12.0,3.0,0.0,1.0,6849.0,0.0,0.0,10.0
-0.1,6.0,1.3197678319801383,15.0,10.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
1.15,4.0,0.6055492182781991,11.0,9.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.95,4.0,-0.11762732335771321,11.0,9.0,2.0,12.0,5.0,4.0,0.0,0.0,0.0,-5.0,10.0
-0.85,4.0,0.34310205998792187,15.0,10.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.8,4.0,1.5072468630477085,1.0,7.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
0.3,4.0,0.0035563309400791785,7.0,12.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0
-0.25,6.0,0.08295309669194122,11.0,9.0,0.0,12.0,3.0,4.0,1.0,0.0,1590.0,4.4,10.0
0.65,4.0,-0.5929259209555123,15.0,10.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.7,4.0,1.486235992753137,11.0,9.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,6.0
-0.35,4.0,0.8399818828423807,11.0,9.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,4.4,10.0
-0.45,0.0,0.15613467087163657,9.0,13.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.6,10.0
-0.25,4.0,-0.4138093001409112,11.0,9.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.3,4.0,0.3590803864993625,9.0,13.0,6.0,8.0,1.0,4.0,0.0,0.0,0.0,-2.0,10.0
-0.05,4.0,2.9240085888747234,0.0,6.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.6,4.0,0.13416761725827014,9.0,13.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,0.8,10.0
1.4,7.0,0.3149701402402201,11.0,9.0,2.0,1.0,0.0,4.0,1.0,0.0,2174.0,0.0,10.0
0.65,6.0,1.5521119908743206,9.0,13.0,2.0,13.0,5.0,4.0,0.0,0.0,0.0,2.0,10.0
0.7,4.0,-0.46385794806414815,12.0,14.0,2.0,10.0,0.0,1.0,1.0,5013.0,0.0,0.0,5.0
0.8,4.0,0.037735690800509966,0.0,6.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,1.6,10.0
-0.6,6.0,-1.179418573441589,9.0,13.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,10.0
0.35,4.0,0.34586157149567204,15.0,10.0,0.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.6,5.0,0.15916258471448702,15.0,10.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,4.0,10.0
-0.7,0.0,2.270893444272965,11.0,9.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,-2.0,10.0
1.15,6.0,0.3332298866000134,11.0,9.0,2.0,8.0,5.0,2.0,0.0,0.0,0.0,2.0,10.0
-0.45,4.0,-0.175845467355566,9.0,13.0,4.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.3,4.0,-1.199238408374153,15.0,10.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,10.0
0.2,6.0,-0.6932161309803395,12.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0
0.9,1.0,0.7253405354626585,9.0,13.0,4.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
0.15,4.0,0.2573642890693149,11.0,9.0,4.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0
-1.0,2.0,1.3561615111051466,2.0,8.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,-5.6,10.0
0.6,0.0,-1.2319499429645038,5.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,11.8,10.0
-0.45,4.0,-0.580344561497685,11.0,9.0,2.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
1.3,4.0,0.19522076092062002,6.0,5.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0
-0.55,4.0,0.6806431590954841,15.0,10.0,4.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.15,2.0,-1.217883983090653,11.0,9.0,4.0,8.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.7,4.0,1.1466567134134067,0.0,6.0,4.0,8.0,4.0,4.0,1.0,0.0,0.0,4.0,6.0
1.4,4.0,-0.4562084815137892,9.0,13.0,6.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.05,4.0,-1.293783130913239,11.0,9.0,2.0,3.0,0.0,4.0,1.0,3103.0,0.0,0.0,10.0
-0.3,4.0,1.3987619942293499,14.0,15.0,0.0,10.0,1.0,4.0,1.0,14084.0,0.0,2.0,10.0
-0.95,4.0,1.0355129839629604,11.0,9.0,4.0,12.0,1.0,4.0,0.0,0.0,0.0,-4.0,10.0
-0.8,4.0,-0.3920016104140106,11.0,9.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0
0.7,4.0,0.6463128229215594,9.0,13.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0
0.7,4.0,0.2103519425619003,15.0,10.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0
1.1,4.0,-0.7386600013420117,15.0,10.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,-1.2,10.0
-0.2,4.0,-0.65530430114742,15.0,10.0,4.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0
-0.8,4.0,-1.010199288733812,11.0,9.0,4.0,11.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.7,1.0,1.1905153324833926,11.0,9.0,4.0,10.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0
0.1,4.0,-0.40982520297926595,15.0,10.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0
0.5,4.0,-0.22045058042004964,11.0,9.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.1,4.0,0.3264275649198148,15.0,10.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,2.0,10.0
0.75,5.0,-0.7491360799838959,12.0,14.0,2.0,4.0,0.0,4.0,1.0,15024.0,0.0,4.0,10.0
-0.3,4.0,-0.43576796618130575,11.0,9.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,4.0,10.0
-0.2,4.0,0.4822099577266322,14.0,15.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.8,4.0,0.27391297054284375,6.0,5.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,2.0,6.0
1.3,6.0,0.9342498154733946,12.0,14.0,2.0,5.0,0.0,4.0,1.0,41310.0,0.0,2.0,10.0
-0.4,4.0,-0.6102630342883983,15.0,10.0,0.0,13.0,1.0,4.0,1.0,0.0,0.0,3.6,10.0
0.25,2.0,0.3997852781319198,11.0,9.0,5.0,8.0,1.0,2.0,0.0,0.0,0.0,4.0,7.0
-0.6,4.0,0.9240002013017513,9.0,13.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
0.4,4.0,0.16250922633026907,11.0,9.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.5,4.0,0.5159112259276656,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,1977.0,1.0,10.0
-0.25,4.0,0.1191790243575119,11.0,9.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.1,7.0,-0.8029759108904247,15.0,10.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,8.0,10.0
0.55,4.0,0.22703482520297927,9.0,13.0,0.0,12.0,4.0,4.0,1.0,0.0,0.0,0.0,10.0
0.25,4.0,-0.5514745353284574,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,2.0,10.0
0.05,4.0,-0.23279708783466416,0.0,6.0,5.0,1.0,4.0,4.0,1.0,0.0,3770.0,0.0,10.0
0.7,4.0,0.11596658390928001,15.0,10.0,2.0,7.0,0.0,4.0,1.0,7298.0,0.0,0.0,10.0
0.5,5.0,-0.020113399986579884,9.0,13.0,4.0,12.0,1.0,4.0,1.0,3325.0,0.0,4.0,10.0
1.0,4.0,-0.615312353217473,15.0,10.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.4,10.0
-0.45,7.0,-0.1925702878615044,9.0,13.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,3.0,10.0
0.5,4.0,0.1736395356639603,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.15,6.0,-0.21692779977185803,11.0,9.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,6.0,10.0
-0.7,4.0,0.4822602831644635,11.0,9.0,2.0,14.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.3,6.0,0.4048513722069382,6.0,5.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,4.0,10.0
0.9,4.0,0.1597245521036033,12.0,14.0,2.0,4.0,0.0,4.0,1.0,99999.0,0.0,3.0,10.0
-0.25,4.0,1.3538968664027378,15.0,10.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.75,4.0,-0.4292004965443199,6.0,5.0,4.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
0.2,4.0,0.15926323559014963,11.0,9.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,2.8,10.0
-0.65,4.0,0.46551029993960946,11.0,9.0,4.0,7.0,2.0,2.0,1.0,0.0,0.0,1.0,10.0
1.1,4.0,-0.07023753606656379,9.0,13.0,2.0,4.0,0.0,4.0,1.0,0.0,2002.0,2.0,10.0
-0.55,4.0,-0.5809149164597732,11.0,9.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,1.6,10.0
-0.5,4.0,-0.056205126484600416,11.0,9.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.4,10.0
-0.55,4.0,0.20001845266053814,4.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0
0.15,4.0,1.2403207407904449,15.0,10.0,0.0,14.0,4.0,4.0,1.0,0.0,0.0,0.0,10.0
0.8,4.0,-0.2396497349526941,11.0,9.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.15,6.0,-0.5921123263772394,9.0,13.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0
0.15,4.0,-0.27981782191505067,8.0,11.0,2.0,13.0,0.0,4.0,1.0,4386.0,0.0,0.0,10.0
1.4,4.0,0.05573542239817486,0.0,6.0,6.0,12.0,1.0,4.0,0.0,0.0,0.0,-4.0,10.0
1.1,5.0,-0.5960964235388848,0.0,6.0,6.0,4.0,4.0,4.0,0.0,0.0,2559.0,2.0,10.0
-0.55,7.0,0.46831174931221903,15.0,10.0,4.0,8.0,1.0,4.0,1.0,0.0,0.0,-4.0,10.0
-0.05,4.0,0.08541904314567536,9.0,13.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.9,0.0,1.6227521304435348,11.0,9.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0
-0.65,4.0,0.5269828222505536,11.0,9.0,4.0,12.0,1.0,4.0,0.0,0.0,0.0,1.6,10.0
0.7,4.0,-0.27634536670469034,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.35,4.0,-0.04171978796215527,7.0,12.0,0.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.2,4.0,-0.08878245990740119,15.0,10.0,5.0,8.0,1.0,4.0,0.0,0.0,0.0,-2.0,10.0
-0.6,4.0,0.053193987787693756,0.0,6.0,4.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
-0.3,4.0,0.37623297322686705,11.0,9.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0
0.75,4.0,0.0046886532912836345,11.0,9.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.9,0.0,0.17826108837146884,15.0,10.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.6,2.0,-0.07088337918539891,15.0,10.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.45,7.0,0.7313795880024156,11.0,9.0,4.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0
-0.25,5.0,-1.1033768368784809,11.0,9.0,2.0,3.0,0.0,4.0,1.0,99999.0,0.0,0.0,10.0
-0.1,5.0,-0.02169865127826612,11.0,9.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,5.0,10.0
0.0,6.0,-0.49006072602831646,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.2,2.0,0.19357679661813057,11.0,9.0,2.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0
-0.45,4.0,0.19714990270415353,15.0,10.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0
-0.85,4.0,0.185315037240824,5.0,4.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,2.4,10.0
0.95,4.0,1.4038616385962557,9.0,13.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0
1.3,2.0,-0.5746074615849158,9.0,13.0,4.0,10.0,1.0,2.0,0.0,0.0,0.0,-3.8,10.0
1.55,4.0,1.4540277125410992,15.0,10.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.65,4.0,-1.1377742736361807,8.0,11.0,4.0,11.0,1.0,4.0,1.0,0.0,0.0,4.0,10.0
-0.95,4.0,-0.3956921425216399,1.0,7.0,4.0,10.0,3.0,4.0,0.0,0.0,0.0,-4.8,10.0
-0.45,6.0,-0.6889300811917064,9.0,13.0,2.0,12.0,5.0,4.0,0.0,0.0,0.0,-7.0,10.0
1.9,6.0,-1.1912953767697778,11.0,9.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,-2.0,10.0
-0.35,4.0,-0.7770918606991881,11.0,9.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.05,4.0,0.0814684962759176,15.0,10.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,2.0,10.0
0.5,2.0,0.915285512983963,12.0,14.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.8,4.0,-0.12025263369791317,15.0,10.0,4.0,5.0,3.0,2.0,1.0,0.0,0.0,-6.0,10.0
1.5,2.0,1.3740438166812052,12.0,14.0,0.0,1.0,1.0,4.0,0.0,2009.0,0.0,0.0,10.0
-0.65,4.0,0.22056800644165606,15.0,10.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.4,2.0,0.6668036636918742,1.0,7.0,2.0,8.0,0.0,2.0,1.0,0.0,0.0,2.0,10.0
-0.55,6.0,-0.1272143192645776,11.0,9.0,4.0,12.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.05,4.0,-0.09873012145205663,11.0,9.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0
0.2,4.0,-0.5501660739448433,11.0,9.0,6.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.2,4.0,1.1010702543112125,11.0,9.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.4,4.0,-0.33570422062671945,15.0,10.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,-6.8,10.0
-0.05,4.0,2.17701972757163,11.0,9.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.25,6.0,-0.19631953297993693,15.0,10.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,-2.0,10.0
0.1,5.0,0.5149885929007583,14.0,15.0,2.0,10.0,0.0,4.0,1.0,0.0,1902.0,2.0,10.0
-0.4,4.0,2.035739448433201,11.0,9.0,4.0,7.0,1.0,4.0,1.0,0.0,0.0,1.6,10.0
-0.25,4.0,-0.8121519157216668,11.0,9.0,4.0,6.0,2.0,4.0,1.0,0.0,0.0,4.0,10.0
0.05,7.0,-0.4433419445749178,9.0,13.0,2.0,10.0,0.0,1.0,1.0,7688.0,0.0,4.0,5.0
0.55,6.0,-0.13520767630678387,12.0,14.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0
0.4,4.0,-0.6461450714621217,11.0,9.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
0.8,4.0,-0.750805207005301,11.0,9.0,2.0,4.0,0.0,4.0,1.0,99999.0,0.0,0.0,10.0
-0.25,4.0,0.6563527477689056,2.0,8.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,6.0
0.1,4.0,-0.6466483258404349,11.0,9.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
0.3,4.0,-0.1269962423673086,9.0,13.0,2.0,8.0,5.0,4.0,0.0,0.0,0.0,-1.0,7.0
-0.5,0.0,0.9493977722606187,9.0,13.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,-6.8,6.0
-0.3,2.0,0.23435717640743475,11.0,9.0,2.0,11.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.5,4.0,0.968529826209488,11.0,9.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
0.3,4.0,-0.6181305777360263,9.0,13.0,5.0,10.0,4.0,4.0,1.0,0.0,0.0,1.0,10.0
0.0,4.0,-0.029457156277259613,15.0,10.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,-4.6,10.0
0.9,2.0,-0.6645054686975777,11.0,9.0,2.0,10.0,2.0,4.0,0.0,0.0,2246.0,0.0,10.0
-0.35,1.0,0.9784439374622559,9.0,13.0,4.0,11.0,1.0,4.0,0.0,0.0,0.0,4.0,10.0
0.95,4.0,1.406403073206737,6.0,5.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.3,4.0,-0.7962406897940012,15.0,10.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
0.5,1.0,1.6923689861101792,11.0,9.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.55,4.0,0.18690028853251023,15.0,10.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
1.45,4.0,-0.3007364289069315,11.0,9.0,4.0,8.0,2.0,2.0,0.0,0.0,0.0,-7.4,10.0
0.7,4.0,-0.04248305710259679,11.0,9.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.95,4.0,-0.15764443400657585,1.0,7.0,4.0,14.0,3.0,4.0,1.0,0.0,0.0,-4.0,10.0
-0.85,4.0,1.352345165402939,11.0,9.0,2.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,8.0
0.15,4.0,0.13423471784204521,6.0,5.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.65,4.0,-1.0577903777762867,11.0,9.0,2.0,12.0,5.0,4.0,0.0,0.0,0.0,0.0,10.0
1.1,4.0,-0.05872139837616587,10.0,16.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.7,4.0,-0.026613769039790645,15.0,10.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
1.1,4.0,-0.35847648124538684,1.0,7.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
0.15,4.0,1.4978360061732536,7.0,12.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.1,4.0,0.2518117157619271,2.0,8.0,5.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.45,4.0,0.09816815406294034,11.0,9.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.7,4.0,0.12774273636180636,15.0,10.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,-3.0,10.0
-0.5,4.0,-0.3515064081057505,9.0,13.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0
-0.3,1.0,0.8654633295309669,7.0,12.0,2.0,13.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0
-0.05,2.0,0.16052975910890424,9.0,13.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0
0.6,4.0,0.05560960880359659,11.0,9.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,10.0
-0.45,4.0,0.013361403744212574,11.0,9.0,0.0,14.0,4.0,2.0,0.0,0.0,0.0,-4.0,10.0
0.1,6.0,-0.15295578071529223,10.0,16.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0
-0.25,6.0,2.224300476414145,11.0,9.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.35,4.0,0.2490018788163457,9.0,13.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,3.0,10.0
0.3,5.0,-1.0926407434744683,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.6,4.0,-0.14551600348923036,11.0,9.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.85,4.0,-0.906830839428303,11.0,9.0,4.0,12.0,3.0,1.0,0.0,0.0,0.0,-3.2,9.0
-0.5,6.0,0.2534808427833322,11.0,9.0,4.0,3.0,1.0,4.0,1.0,0.0,2258.0,2.0,10.0
-0.65,2.0,0.19549755082869222,15.0,10.0,4.0,11.0,3.0,4.0,1.0,0.0,0.0,0.0,10.0
-1.0,4.0,1.270105012413608,0.0,6.0,4.0,12.0,2.0,4.0,0.0,0.0,0.0,-6.0,10.0
-0.35,4.0,1.1183989800711267,1.0,7.0,2.0,8.0,5.0,2.0,0.0,0.0,0.0,-2.0,10.0
-0.3,4.0,0.1268284909078709,11.0,9.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,3.0,10.0
0.55,4.0,-0.2500083875729719,9.0,13.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,10.0
-0.25,4.0,0.40410487821244045,11.0,9.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0
0.55,4.0,0.4760115413004093,11.0,9.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,10.0
-0.95,0.0,0.3112376702677313,2.0,8.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,-3.0,10.0
-0.55,4.0,-0.29727236126954304,7.0,12.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,7.0,10.0
